Date,Price,RSI,STATUS,Stock
01-09-2023,70.90,71.76,SELL,AZN
01-09-2023,208.57,70.66,SELL,BA
01-09-2023,44.70,26.96,BUY,BAX
01-09-2023,48.14,71.03,SELL,BK
01-09-2023,303.04,29.70,BUY,CI
01-09-2023,73.48,70.68,SELL,DD
01-09-2023,55.28,71.15,SELL,DOW
01-09-2023,42.20,71.27,SELL,KHC
01-09-2023,52.78,70.95,SELL,LVS
01-09-2023,124.85,70.46,SELL,NKE
01-09-2023,86.42,70.79,SELL,ORCL
01-09-2023,74.15,71.29,SELL,RIO
01-09-2023,41.25,70.85,SELL,TPR
01-09-2023,94.33,71.14,SELL,WYNN
