Date,Price,RSI,STATUS,%,PROFIT,LOSS,Stock
08-23-2022,88.05,68.93,HOLD,0.00,0.00,0.00,ADM
08-23-2022,51.16,66.29,HOLD,0.00,0.00,0.00,CPB
08-23-2022,120.14,65.95,HOLD,0.00,0.00,0.00,HES
08-23-2022,33.95,34.63,HOLD,-10.11,0.00,-382.00,INTC
08-23-2022,57.25,66.18,HOLD,0.00,0.00,0.00,MOS
08-23-2022,145.74,68.09,HOLD,0.00,0.00,0.00,RSG
08-23-2022,205.27,66.03,HOLD,0.00,0.00,0.00,UPS
08-23-2022,43.47,31.29,HOLD,-6.11,0.00,-283.00,VZ
