Date,Stocks,%Universe <= 31
2017-09-22,10,4.12
2017-09-21,6,2.47
2017-09-20,4,1.65
2017-09-19,2,0.82
2017-09-18,2,0.82
2017-09-15,2,0.82
2017-09-14,2,0.82
2017-09-13,1,0.41
2017-09-12,3,1.23
2017-09-11,5,2.06
2017-09-08,10,4.12
2017-09-07,17,7.00
2017-09-06,12,4.94
2017-09-05,12,4.94
2017-09-01,6,2.47
2017-08-31,12,4.94
2017-08-30,13,5.35
2017-08-29,12,4.94
2017-08-28,10,4.12
2017-08-25,9,3.70
2017-08-24,20,8.23
2017-08-23,18,7.41
2017-08-22,19,7.82
2017-08-21,30,12.35
2017-08-18,30,12.35
2017-08-17,25,10.29
2017-08-16,14,5.76
2017-08-15,18,7.41
2017-08-14,14,5.76
2017-08-11,21,8.64
2017-08-10,21,8.64
2017-08-09,10,4.12
2017-08-08,10,4.12
2017-08-07,9,3.70
2017-08-04,9,3.70
2017-08-03,8,3.29
2017-08-02,11,4.53
2017-08-01,11,4.53
2017-07-31,11,4.53
2017-07-28,11,4.53
2017-07-27,10,4.12
2017-07-26,8,3.29
2017-07-25,6,2.47
2017-07-24,9,3.70
2017-07-21,4,1.65
2017-07-20,7,2.88
2017-07-19,7,2.88
2017-07-18,9,3.70
2017-07-17,3,1.23
2017-07-14,7,2.88
2017-07-13,15,6.17
2017-07-12,14,5.76
2017-07-11,20,8.23
2017-07-10,20,8.23
2017-07-07,12,4.94
2017-07-06,15,6.17
2017-07-05,13,5.35
2017-07-03,8,3.29
2017-06-30,10,4.12
2017-06-29,11,4.53
2017-06-28,5,2.06
2017-06-27,9,3.70
2017-06-26,8,3.29
2017-06-23,9,3.70
2017-06-22,12,4.94
2017-06-21,12,4.94
2017-06-20,10,4.12
2017-06-19,7,2.88
2017-06-16,7,2.88
2017-06-15,6,2.47
2017-06-14,4,1.65
2017-06-13,2,0.82
2017-06-12,2,0.82
2017-06-09,3,1.23
2017-06-08,9,3.70
2017-06-07,5,2.06
2017-06-06,6,2.47
2017-06-05,3,1.23
2017-06-02,3,1.23
2017-06-01,3,1.23
2017-05-31,8,3.29
2017-05-30,7,2.88
2017-05-26,7,2.88
2017-05-25,9,3.70
2017-05-24,7,2.88
2017-05-23,9,3.70
2017-05-22,12,4.94
2017-05-19,16,6.58
2017-05-18,24,9.88
2017-05-17,25,10.29
2017-05-16,17,7.00
2017-05-15,9,3.70
2017-05-12,17,7.00
2017-05-11,13,5.35
2017-05-10,12,4.94
2017-05-09,13,5.35
2017-05-08,12,4.94
2017-05-05,12,4.94
2017-05-04,18,7.41
2017-05-03,21,8.64
2017-05-02,18,7.41
2017-05-01,14,5.76
2017-04-28,9,3.70
2017-04-27,7,2.88
2017-04-26,5,2.06
2017-04-25,6,2.47
2017-04-24,6,2.47
2017-04-21,8,3.29
2017-04-20,5,2.06
2017-04-19,7,2.88
2017-04-18,6,2.47
2017-04-17,4,1.65
2017-04-13,19,7.82
2017-04-12,8,3.29
2017-04-11,5,2.06
2017-04-10,7,2.88
2017-04-07,9,3.70
2017-04-06,9,3.70
2017-04-05,16,6.58
2017-04-04,10,4.12
2017-04-03,7,2.88
2017-03-31,5,2.06
2017-03-30,3,1.23
2017-03-29,4,1.65
2017-03-28,4,1.65
2017-03-27,15,6.17
2017-03-24,15,6.17
2017-03-23,14,5.76
2017-03-22,14,5.76
2017-03-21,12,4.94
2017-03-20,4,1.65
2017-03-17,2,0.82
2017-03-16,2,0.82
2017-03-15,3,1.23
2017-03-14,14,5.76
2017-03-13,9,3.70
2017-03-10,11,4.53
2017-03-09,11,4.53
2017-03-08,11,4.53
2017-03-07,8,3.29
2017-03-06,6,2.47
2017-03-03,5,2.06
2017-03-02,4,1.65
2017-03-01,3,1.23
2017-02-28,4,1.65
2017-02-27,3,1.23
2017-02-24,3,1.23
2017-02-23,4,1.65
2017-02-22,4,1.65
2017-02-21,2,0.82
2017-02-17,4,1.65
2017-02-16,4,1.65
2017-02-15,5,2.06
2017-02-14,4,1.65
2017-02-13,5,2.06
2017-02-10,4,1.65
2017-02-09,9,3.70
2017-02-08,9,3.70
2017-02-07,11,4.53
2017-02-06,9,3.70
2017-02-03,7,2.88
2017-02-02,10,4.12
2017-02-01,14,5.76
2017-01-31,8,3.29
2017-01-30,5,2.06
2017-01-27,7,2.88
2017-01-26,6,2.47
2017-01-25,5,2.06
2017-01-24,6,2.47
2017-01-23,5,2.06
2017-01-20,5,2.06
2017-01-19,3,1.23
2017-01-18,2,0.82
2017-01-17,3,1.23
2017-01-13,4,1.65
2017-01-12,4,1.65
2017-01-11,3,1.23
2017-01-10,4,1.65
2017-01-09,4,1.65
2017-01-06,5,2.06
2017-01-05,4,1.65
2017-01-04,1,0.41
2017-01-03,4,1.65
2016-12-30,8,3.29
2016-12-29,4,1.65
2016-12-28,3,1.23
2016-12-27,1,0.41
2016-12-23,2,0.82
2016-12-22,5,2.06
2016-12-21,2,0.82
2016-12-20,1,0.41
2016-12-19,2,0.82
2016-12-16,1,0.41
2016-12-08,1,0.41
2016-12-07,1,0.41
2016-12-06,2,0.82
2016-12-05,3,1.23
2016-12-02,7,2.88
2016-12-01,13,5.35
2016-11-30,6,2.47
2016-11-29,2,0.82
2016-11-28,2,0.82
2016-11-25,2,0.82
2016-11-23,8,3.29
2016-11-22,11,4.53
2016-11-21,8,3.29
2016-11-18,10,4.12
2016-11-17,7,2.88
2016-11-16,8,3.29
2016-11-15,7,2.88
2016-11-14,19,7.82
2016-11-11,20,8.23
2016-11-10,19,7.82
2016-11-09,11,4.53
2016-11-08,12,4.94
2016-11-07,13,5.35
2016-11-04,49,20.16
2016-11-03,52,21.40
2016-11-02,39,16.05
2016-11-01,30,12.35
2016-10-31,19,7.82
2016-10-28,21,8.64
2016-10-27,27,11.11
2016-10-26,20,8.23
2016-10-25,14,5.76
2016-10-24,12,4.94
2016-10-21,11,4.53
2016-10-20,8,3.29
2016-10-19,7,2.88
2016-10-18,9,3.70
2016-10-17,16,6.58
2016-10-14,11,4.53
2016-10-13,11,4.53
2016-10-12,10,4.12
2016-10-11,13,5.35
2016-10-10,8,3.29
2016-10-07,12,4.94
2016-10-06,5,2.06
2016-10-05,12,4.94
2016-10-04,10,4.12
2016-10-03,6,2.47
2016-09-30,5,2.06
2016-09-29,8,3.29
2016-09-28,5,2.06
2016-09-27,8,3.29
2016-09-26,7,2.88
2016-09-23,4,1.65
2016-09-22,2,0.82
2016-09-21,3,1.23
2016-09-20,15,6.17
2016-09-19,20,8.23
2016-09-16,23,9.47
2016-09-15,15,6.17
2016-09-14,27,11.11
2016-09-13,23,9.47
2016-09-12,10,4.12
2016-09-09,40,16.46
2016-09-08,7,2.88
2016-09-07,8,3.29
2016-09-06,7,2.88
2016-09-02,5,2.06
2016-09-01,8,3.29
2016-08-31,6,2.47
2016-08-30,5,2.06
2016-08-29,4,1.65
2016-08-26,6,2.47
2016-08-25,6,2.47
2016-08-24,4,1.65
2016-08-23,4,1.65
2016-08-22,4,1.65
2016-08-19,7,2.88
2016-08-18,6,2.47
2016-08-17,7,2.88
2016-08-16,13,5.35
2016-08-15,4,1.65
2016-08-12,4,1.65
2016-08-11,5,2.06
2016-08-10,5,2.06
2016-08-09,4,1.65
2016-08-08,4,1.65
2016-08-05,5,2.06
2016-08-04,4,1.65
2016-08-03,1,0.41
2016-08-02,6,2.47
2016-08-01,3,1.23
2016-07-29,2,0.82
2016-07-28,1,0.41
2016-07-27,3,1.23
2016-07-13,1,0.41
2016-07-12,1,0.41
2016-07-11,1,0.41
2016-07-08,2,0.82
2016-07-07,3,1.23
2016-07-06,3,1.23
2016-07-05,3,1.23
2016-07-01,1,0.41
2016-06-30,1,0.41
2016-06-29,2,0.82
2016-06-28,14,5.76
2016-06-27,54,22.22
2016-06-24,12,4.94
2016-06-23,1,0.41
2016-06-22,3,1.23
2016-06-21,4,1.65
2016-06-20,4,1.65
2016-06-17,6,2.47
2016-06-16,5,2.06
2016-06-15,6,2.47
2016-06-14,8,3.29
2016-06-13,3,1.23
2016-06-10,1,0.41
2016-06-09,1,0.41
2016-06-08,1,0.41
2016-06-07,1,0.41
2016-06-06,3,1.23
2016-06-03,4,1.65
2016-06-02,3,1.23
2016-06-01,4,1.65
2016-05-31,3,1.23
2016-05-27,2,0.82
2016-05-26,4,1.65
2016-05-25,4,1.65
2016-05-24,6,2.47
2016-05-23,9,3.70
2016-05-20,9,3.70
2016-05-19,16,6.58
2016-05-18,12,4.94
2016-05-17,9,3.70
2016-05-16,9,3.70
2016-05-13,13,5.35
2016-05-12,11,4.53
2016-05-11,11,4.53
2016-05-10,7,2.88
2016-05-09,14,5.76
2016-05-06,11,4.53
2016-05-05,13,5.35
2016-05-04,11,4.53
2016-05-03,8,3.29
2016-05-02,10,4.12
2016-04-29,14,5.76
2016-04-28,7,2.88
2016-04-27,4,1.65
2016-04-26,4,1.65
2016-04-25,4,1.65
2016-04-22,2,0.82
2016-04-21,7,2.88
2016-04-20,1,0.41
2016-04-18,1,0.41
2016-04-15,1,0.41
2016-04-14,1,0.41
2016-04-12,2,0.82
2016-04-11,2,0.82
2016-04-08,2,0.82
2016-04-07,1,0.41
2016-04-06,2,0.82
2016-04-05,1,0.41
2016-04-04,2,0.82
2016-04-01,3,1.23
2016-03-31,1,0.41
2016-03-30,1,0.41
2016-03-29,1,0.41
2016-03-28,1,0.41
2016-03-24,1,0.41
2016-03-21,1,0.41
2016-03-18,1,0.41
2016-03-11,1,0.41
2016-03-10,1,0.41
2016-02-19,1,0.41
2016-02-17,1,0.41
2016-02-16,2,0.82
2016-02-12,16,6.58
2016-02-11,51,20.99
2016-02-10,37,15.23
2016-02-09,49,20.16
2016-02-08,57,23.46
2016-02-05,37,15.23
2016-02-04,19,7.82
2016-02-03,28,11.52
2016-02-02,32,13.17
2016-02-01,23,9.47
2016-01-29,23,9.47
2016-01-28,50,20.58
2016-01-27,56,23.05
2016-01-26,48,19.75
2016-01-25,73,30.04
2016-01-22,60,24.69
2016-01-21,95,39.09
2016-01-20,109,44.86
2016-01-19,107,44.03
2016-01-15,108,44.44
2016-01-14,95,39.09
2016-01-13,113,46.50
2016-01-12,101,41.56
2016-01-11,108,44.44
2016-01-08,108,44.44
2016-01-07,107,44.03
2016-01-06,99,40.74
2016-01-05,90,37.04
