Date,Stocks,%Universe >= 68
2018-06-19,19,8.56
2018-06-18,27,12.16
2018-06-15,33,14.86
2018-06-14,32,14.41
2018-06-13,28,12.61
2018-06-12,36,16.22
2018-06-11,33,14.86
2018-06-08,35,15.77
2018-06-07,29,13.06
2018-06-06,44,19.82
2018-06-05,36,16.22
2018-06-04,35,15.77
2018-06-01,15,6.76
2018-05-31,10,4.50
2018-05-30,15,6.76
2018-05-29,8,3.60
2018-05-25,11,4.95
2018-05-24,11,4.95
2018-05-23,8,3.60
2018-05-22,11,4.95
2018-05-21,28,12.61
2018-05-18,22,9.91
2018-05-17,24,10.81
2018-05-16,19,8.56
2018-05-15,10,4.50
2018-05-14,15,6.76
2018-05-11,14,6.31
2018-05-10,19,8.56
2018-05-09,13,5.86
2018-05-08,10,4.50
2018-05-07,9,4.05
2018-05-04,9,4.05
2018-05-03,4,1.80
2018-05-02,4,1.80
2018-05-01,5,2.25
2018-04-30,4,1.80
2018-04-27,10,4.50
2018-04-26,8,3.60
2018-04-25,7,3.15
2018-04-24,7,3.15
2018-04-23,9,4.05
2018-04-20,8,3.60
2018-04-19,15,6.76
2018-04-18,14,6.31
2018-04-17,12,5.41
2018-04-16,7,3.15
2018-04-13,7,3.15
2018-04-12,5,2.25
2018-04-11,5,2.25
2018-04-10,4,1.80
2018-04-09,2,0.90
2018-04-06,1,0.45
2018-04-05,3,1.35
2018-04-04,1,0.45
2018-03-29,1,0.45
2018-03-28,2,0.90
2018-03-22,1,0.45
2018-03-21,4,1.80
2018-03-20,3,1.35
2018-03-19,3,1.35
2018-03-16,3,1.35
2018-03-15,4,1.80
2018-03-14,5,2.25
2018-03-13,7,3.15
2018-03-12,10,4.50
2018-03-09,13,5.86
2018-03-08,5,2.25
2018-03-07,7,3.15
2018-03-06,8,3.60
2018-03-05,4,1.80
2018-03-02,3,1.35
2018-03-01,2,0.90
2018-02-28,1,0.45
2018-02-26,5,2.25
2018-02-21,1,0.45
2018-02-20,1,0.45
2018-02-16,2,0.90
2018-02-15,3,1.35
2018-02-14,1,0.45
2018-02-13,1,0.45
2018-02-08,1,0.45
2018-02-07,1,0.45
2018-02-06,3,1.35
2018-02-05,1,0.45
2018-02-02,3,1.35
2018-02-01,12,5.41
2018-01-31,22,9.91
2018-01-30,22,9.91
2018-01-29,78,35.14
2018-01-26,99,44.59
2018-01-25,79,35.59
2018-01-24,88,39.64
2018-01-23,93,41.89
2018-01-22,99,44.59
2018-01-19,89,40.09
2018-01-18,74,33.33
2018-01-17,84,37.84
2018-01-16,68,30.63
2018-01-12,94,42.34
2018-01-11,84,37.84
2018-01-10,62,27.93
2018-01-09,77,34.68
2018-01-08,75,33.78
2018-01-05,76,34.23
2018-01-04,63,28.38
2018-01-03,57,25.68
2018-01-02,44,19.82
2017-12-29,31,13.96
2017-12-28,46,20.72
2017-12-27,45,20.27
2017-12-26,45,20.27
2017-12-22,44,19.82
2017-12-21,46,20.72
2017-12-20,42,18.92
2017-12-19,35,15.77
2017-12-18,54,24.32
2017-12-15,30,13.51
2017-12-14,17,7.66
2017-12-13,40,18.02
2017-12-12,42,18.92
2017-12-11,43,19.37
2017-12-08,47,21.17
2017-12-07,38,17.12
2017-12-06,31,13.96
2017-12-05,39,17.57
2017-12-04,64,28.83
2017-12-01,51,22.97
2017-11-30,63,28.38
2017-11-29,56,25.23
2017-11-28,49,22.07
2017-11-27,34,15.32
2017-11-24,35,15.77
2017-11-22,35,15.77
2017-11-21,43,19.37
2017-11-20,27,12.16
2017-11-17,25,11.26
2017-11-16,22,9.91
2017-11-15,15,6.76
2017-11-14,29,13.06
2017-11-13,29,13.06
2017-11-10,25,11.26
2017-11-09,32,14.41
2017-11-08,45,20.27
2017-11-07,41,18.47
2017-11-06,44,19.82
2017-11-03,42,18.92
2017-11-02,38,17.12
2017-11-01,37,16.67
2017-10-31,39,17.57
2017-10-30,38,17.12
2017-10-27,49,22.07
2017-10-26,38,17.12
2017-10-25,35,15.77
2017-10-24,53,23.87
2017-10-23,46,20.72
2017-10-20,56,25.23
2017-10-19,43,19.37
2017-10-18,47,21.17
2017-10-17,45,20.27
2017-10-16,55,24.77
2017-10-13,52,23.42
2017-10-12,53,23.87
2017-10-11,58,26.13
2017-10-10,60,27.03
2017-10-09,52,23.42
2017-10-06,68,30.63
2017-10-05,70,31.53
2017-10-04,60,27.03
2017-10-03,60,27.03
2017-10-02,62,27.93
2017-09-29,60,27.03
2017-09-28,48,21.62
2017-09-27,48,21.62
2017-09-26,37,16.67
2017-09-25,37,16.67
2017-09-22,41,18.47
2017-09-21,39,17.57
2017-09-20,48,21.62
2017-09-19,47,21.17
2017-09-18,50,22.52
2017-09-15,35,15.77
2017-09-14,34,15.32
2017-09-13,34,15.32
2017-09-12,46,20.72
2017-09-11,39,17.57
2017-09-08,24,10.81
2017-09-07,25,11.26
2017-09-06,14,6.31
2017-09-05,13,5.86
2017-09-01,16,7.21
2017-08-31,15,6.76
2017-08-30,15,6.76
2017-08-29,13,5.86
2017-08-28,11,4.95
2017-08-25,8,3.60
2017-08-24,9,4.05
2017-08-23,9,4.05
2017-08-22,11,4.95
2017-08-21,6,2.70
2017-08-18,3,1.35
2017-08-17,3,1.35
2017-08-16,13,5.86
2017-08-15,12,5.41
2017-08-14,11,4.95
2017-08-11,4,1.80
2017-08-10,7,3.15
2017-08-09,18,8.11
2017-08-08,23,10.36
2017-08-07,29,13.06
2017-08-04,21,9.46
2017-08-03,21,9.46
2017-08-02,26,11.71
2017-08-01,24,10.81
2017-07-31,16,7.21
2017-07-28,19,8.56
2017-07-27,16,7.21
2017-07-26,25,11.26
2017-07-25,30,13.51
2017-07-24,24,10.81
2017-07-21,22,9.91
2017-07-20,26,11.71
2017-07-19,22,9.91
2017-07-18,14,6.31
2017-07-17,21,9.46
2017-07-14,25,11.26
2017-07-13,20,9.01
2017-07-12,13,5.86
2017-07-11,6,2.70
2017-07-10,12,5.41
2017-07-07,8,3.60
2017-07-06,5,2.25
2017-07-05,14,6.31
2017-07-03,17,7.66
2017-06-30,11,4.95
2017-06-29,12,5.41
2017-06-28,21,9.46
2017-06-27,11,4.95
2017-06-26,20,9.01
2017-06-23,23,10.36
2017-06-22,26,11.71
2017-06-21,25,11.26
2017-06-20,30,13.51
2017-06-19,39,17.57
2017-06-16,33,14.86
2017-06-15,24,10.81
2017-06-14,29,13.06
2017-06-13,21,9.46
2017-06-12,18,8.11
2017-06-09,20,9.01
2017-06-08,39,17.57
2017-06-07,47,21.17
2017-06-06,41,18.47
2017-06-05,58,26.13
2017-06-02,70,31.53
2017-06-01,60,27.03
2017-05-31,41,18.47
2017-05-30,41,18.47
2017-05-26,42,18.92
2017-05-25,46,20.72
2017-05-24,29,13.06
2017-05-23,20,9.01
2017-05-22,18,8.11
2017-05-19,10,4.50
2017-05-18,7,3.15
2017-05-17,8,3.60
2017-05-16,36,16.22
2017-05-15,34,15.32
2017-05-12,29,13.06
2017-05-11,28,12.61
2017-05-10,38,17.12
2017-05-09,38,17.12
2017-05-08,38,17.12
2017-05-05,41,18.47
2017-05-04,36,16.22
2017-05-03,32,14.41
2017-05-02,41,18.47
2017-05-01,39,17.57
2017-04-28,38,17.12
2017-04-27,52,23.42
2017-04-26,47,21.17
2017-04-25,34,15.32
2017-04-24,22,9.91
2017-04-21,9,4.05
2017-04-20,10,4.50
2017-04-19,7,3.15
2017-04-18,10,4.50
2017-04-17,6,2.70
2017-04-13,5,2.25
2017-04-12,8,3.60
2017-04-11,11,4.95
2017-04-10,10,4.50
2017-04-07,7,3.15
2017-04-06,6,2.70
2017-04-05,5,2.25
2017-04-04,6,2.70
2017-04-03,8,3.60
2017-03-31,12,5.41
2017-03-30,14,6.31
2017-03-29,16,7.21
2017-03-28,13,5.86
2017-03-27,7,3.15
2017-03-24,12,5.41
2017-03-23,10,4.50
2017-03-22,9,4.05
2017-03-21,11,4.95
2017-03-20,27,12.16
2017-03-17,34,15.32
2017-03-16,35,15.77
2017-03-15,43,19.37
2017-03-14,26,11.71
2017-03-13,32,14.41
2017-03-10,33,14.86
2017-03-09,26,11.71
2017-03-08,26,11.71
2017-03-07,27,12.16
2017-03-06,35,15.77
2017-03-03,53,23.87
2017-03-02,48,21.62
2017-03-01,64,28.83
2017-02-28,53,23.87
2017-02-27,67,30.18
2017-02-24,66,29.73
2017-02-23,60,27.03
2017-02-22,64,28.83
2017-02-21,69,31.08
2017-02-17,62,27.93
2017-02-16,57,25.68
2017-02-15,61,27.48
2017-02-14,55,24.77
2017-02-13,46,20.72
2017-02-10,38,17.12
2017-02-09,33,14.86
2017-02-08,24,10.81
2017-02-07,27,12.16
2017-02-06,21,9.46
2017-02-03,25,11.26
2017-02-02,19,8.56
2017-02-01,20,9.01
2017-01-31,18,8.11
2017-01-30,16,7.21
2017-01-27,36,16.22
2017-01-26,36,16.22
2017-01-25,47,21.17
2017-01-24,28,12.61
2017-01-23,12,5.41
2017-01-20,12,5.41
2017-01-19,9,4.05
2017-01-18,11,4.95
2017-01-17,8,3.60
2017-01-13,13,5.86
2017-01-12,9,4.05
2017-01-11,13,5.86
2017-01-10,10,4.50
2017-01-09,7,3.15
2017-01-06,9,4.05
2017-01-05,12,5.41
2017-01-04,16,7.21
2017-01-03,11,4.95
2016-12-30,6,2.70
2016-12-29,11,4.95
2016-12-28,14,6.31
2016-12-27,26,11.71
2016-12-23,24,10.81
2016-12-22,27,12.16
2016-12-21,34,15.32
2016-12-20,42,18.92
2016-12-19,32,14.41
2016-12-16,28,12.61
2016-12-15,41,18.47
2016-12-14,30,13.51
2016-12-13,58,26.13
2016-12-12,48,21.62
2016-12-09,69,31.08
2016-12-08,69,31.08
2016-12-07,71,31.98
2016-12-06,48,21.62
2016-12-05,37,16.67
2016-12-02,36,16.22
2016-12-01,43,19.37
2016-11-30,40,18.02
2016-11-29,44,19.82
2016-11-28,47,21.17
2016-11-25,68,30.63
2016-11-23,62,27.93
2016-11-22,63,28.38
2016-11-21,59,26.58
2016-11-18,52,23.42
2016-11-17,59,26.58
2016-11-16,50,22.52
2016-11-15,58,26.13
2016-11-14,60,27.03
2016-11-11,53,23.87
2016-11-10,52,23.42
2016-11-09,40,18.02
2016-11-08,17,7.66
2016-11-07,15,6.76
2016-11-04,7,3.15
2016-11-03,5,2.25
2016-11-02,4,1.80
2016-11-01,4,1.80
2016-10-31,5,2.25
2016-10-28,9,4.05
2016-10-27,8,3.60
2016-10-26,11,4.95
2016-10-25,8,3.60
2016-10-24,7,3.15
2016-10-21,7,3.15
2016-10-20,4,1.80
2016-10-19,3,1.35
2016-10-18,1,0.45
2016-10-17,1,0.45
2016-10-14,1,0.45
2016-10-12,2,0.90
2016-10-10,4,1.80
2016-10-07,5,2.25
2016-10-06,10,4.50
2016-10-05,11,4.95
2016-10-04,7,3.15
2016-10-03,11,4.95
2016-09-30,10,4.50
2016-09-29,7,3.15
2016-09-28,9,4.05
2016-09-27,5,2.25
2016-09-26,2,0.90
2016-09-23,5,2.25
2016-09-22,8,3.60
2016-09-21,5,2.25
2016-09-20,2,0.90
2016-09-19,4,1.80
2016-09-16,7,3.15
2016-09-15,6,2.70
2016-09-14,3,1.35
2016-09-13,3,1.35
2016-09-12,8,3.60
2016-09-09,4,1.80
2016-09-08,20,9.01
2016-09-07,22,9.91
2016-09-06,23,10.36
2016-09-02,22,9.91
2016-09-01,11,4.95
2016-08-31,12,5.41
2016-08-30,19,8.56
2016-08-29,18,8.11
2016-08-26,15,6.76
2016-08-25,11,4.95
2016-08-24,12,5.41
2016-08-23,24,10.81
2016-08-22,20,9.01
2016-08-19,20,9.01
2016-08-18,22,9.91
2016-08-17,15,6.76
2016-08-16,20,9.01
2016-08-15,37,16.67
2016-08-12,30,13.51
2016-08-11,32,14.41
2016-08-10,20,9.01
2016-08-09,28,12.61
2016-08-08,25,11.26
2016-08-05,33,14.86
2016-08-04,22,9.91
2016-08-03,18,8.11
2016-08-02,16,7.21
2016-08-01,37,16.67
2016-07-29,37,16.67
2016-07-28,33,14.86
2016-07-27,31,13.96
2016-07-26,24,10.81
2016-07-25,19,8.56
2016-07-22,19,8.56
2016-07-21,18,8.11
2016-07-20,29,13.06
2016-07-19,26,11.71
2016-07-18,24,10.81
2016-07-15,25,11.26
2016-07-14,29,13.06
2016-07-13,27,12.16
2016-07-12,26,11.71
2016-07-11,29,13.06
2016-07-08,29,13.06
2016-07-07,11,4.95
2016-07-06,30,13.51
2016-07-05,28,12.61
2016-07-01,27,12.16
2016-06-30,28,12.61
2016-06-29,20,9.01
2016-06-28,18,8.11
2016-06-27,18,8.11
2016-06-24,8,3.60
2016-06-23,22,9.91
2016-06-22,7,3.15
2016-06-21,9,4.05
2016-06-20,9,4.05
2016-06-17,8,3.60
2016-06-16,9,4.05
2016-06-15,4,1.80
2016-06-14,13,5.86
2016-06-13,9,4.05
2016-06-10,16,7.21
2016-06-09,32,14.41
2016-06-08,35,15.77
2016-06-07,29,13.06
2016-06-06,28,12.61
2016-06-03,18,8.11
2016-06-02,22,9.91
2016-06-01,16,7.21
2016-05-31,18,8.11
2016-05-27,12,5.41
2016-05-26,7,3.15
2016-05-25,7,3.15
2016-05-24,7,3.15
2016-05-23,3,1.35
2016-05-20,1,0.45
2016-05-19,1,0.45
2016-05-18,1,0.45
2016-05-17,2,0.90
2016-05-16,9,4.05
2016-05-13,6,2.70
2016-05-12,19,8.56
2016-05-11,14,6.31
2016-05-10,24,10.81
2016-05-09,18,8.11
2016-05-06,12,5.41
2016-05-05,9,4.05
2016-05-04,8,3.60
2016-05-03,10,4.50
2016-05-02,20,9.01
2016-04-29,14,6.31
2016-04-28,14,6.31
2016-04-27,38,17.12
2016-04-26,34,15.32
2016-04-25,23,10.36
2016-04-22,44,19.82
2016-04-21,32,14.41
2016-04-20,55,24.77
2016-04-19,47,21.17
2016-04-18,39,17.57
2016-04-15,21,9.46
2016-04-14,28,12.61
2016-04-13,30,13.51
2016-04-12,12,5.41
2016-04-11,6,2.70
2016-04-08,8,3.60
2016-04-07,8,3.60
2016-04-06,27,12.16
2016-04-05,11,4.95
2016-04-04,50,22.52
2016-04-01,71,31.98
2016-03-31,50,22.52
2016-03-30,51,22.97
2016-03-29,48,21.62
2016-03-28,28,12.61
2016-03-24,23,10.36
2016-03-23,22,9.91
2016-03-22,47,21.17
2016-03-21,58,26.13
2016-03-18,72,32.43
2016-03-17,71,31.98
2016-03-16,41,18.47
2016-03-15,23,10.36
2016-03-14,28,12.61
2016-03-11,38,17.12
2016-03-10,24,10.81
2016-03-09,24,10.81
2016-03-08,19,8.56
2016-03-07,45,20.27
2016-03-04,40,18.02
2016-03-03,41,18.47
2016-03-02,30,13.51
2016-03-01,29,13.06
2016-02-29,15,6.76
2016-02-26,21,9.46
2016-02-25,36,16.22
2016-02-24,22,9.91
2016-02-23,18,8.11
2016-02-22,21,9.46
2016-02-19,17,7.66
2016-02-18,20,9.01
2016-02-17,20,9.01
2016-02-16,14,6.31
2016-02-12,6,2.70
2016-02-11,7,3.15
2016-02-10,17,7.66
2016-02-09,22,9.91
2016-02-08,24,10.81
2016-02-05,23,10.36
2016-02-04,29,13.06
2016-02-03,35,15.77
2016-02-02,35,15.77
2016-02-01,49,22.07
2016-01-29,50,22.52
2016-01-28,32,14.41
2016-01-27,26,11.71
2016-01-26,33,14.86
2016-01-25,23,10.36
2016-01-22,35,15.77
2016-01-21,25,11.26
2016-01-20,27,12.16
2016-01-19,35,15.77
2016-01-15,36,16.22
2016-01-14,47,21.17
2016-01-13,42,18.92
2016-01-12,66,29.73
2016-01-11,62,27.93
2016-01-08,63,28.38
2016-01-07,77,34.68
2016-01-06,113,50.90
2016-01-05,136,61.26
